q_id,query
5243,Как его включить?
5244,Как включить кредитную карту в личном кабинете?
5245,Кредитная карта еще действительна?
5246,"Карта была погашена, пришла уведомление о восстановлении, но она отсутствует в приложении."
5247,Как включить карту?
5248,"Как активировать карту, если не удается войти в приложение по её номеру?"
5249,Как активировать карту кредита?
5250,"Могу ли я использовать карту, которая действительна до XXXXX?"
5251,Перевод средств другому лицу считается расходом для активации карты?
5252,Как активировать возможность оплаты на 0% меньше?
5253,Можно ли узнать статус дебетовой карты — активирована она или заблокирована?
5254,Как включить кредитную карту?
5255,Могу ли я помочь вам активировать карту?
5256,Активировать карту без необходимости получения
5257,"Можно ли сейчас активировать карту, чтобы я могла перевести деньги на нее и потом с нее?"
5258,Какая карта сейчас активна и можно ли ею воспользоваться?
5259,Вы уже активировали карту?
5260,Как включить карту?
5261,"Okay, let's tackle this. The user wants a rephrased version of their query. The original is in Russian, so I need to make sure the rephrased versions are also in Russian. The key points are: they used to have a Beeline card, it's not in their list now, and they want to know if it's"
5262,Можно ли использовать карту без её получения?
5263,Действительно ли ваша дебетовая карта остается активной в настоящий момент?
5264,Как вы можете оплатить часть кредита?
5265,"При активации карты возникла ошибка ""функциональность временно недоступна"""
5266,Могу ли я использовать кредитную карту до её получения?
5267,Могу ли я использовать эту карту?
5268,Как активировать предложение о закрытии долга по акции?
5269,Хочу активировать карты на дополнительных держателях
5270,"Почему не начисляется кэшбек за услуги ЖКХ, если банк обещал его предоставлять?"
5271,Почему кешбэк по ЖКХ за покупку от 00.00.0000 000 руб. не отображается?
5272,"Okay, let's tackle this. The user is asking why they received a bill for their apartment even though they're not the owner. They mentioned that the electricity was sent to the apartment they rented. So the main points are: they're not the owner, they rented the apartment, and they got a utility bill."
5273,Какое количество счетов ЖКХ можно оплатить и получить кешбек?
5274,Что из оплаченного мной сегодня попадает в кэшбек?
5275,Как начисляется кэшбэк по коммунальным услугам с минимальной суммы 000 рублей?
5276,"Здравствуйте. Недавно совершил два платежа в адрес одной организации, один из которых был зафиксирован как коммунальные услуги, а второй как прочие расходы. Должен быть оба платежа отнесены к коммунальным услугам. Прошу исправить,"
5277,Почему при кэшбеке отсутствуют коммунальные платежи? Обещали XXXXX
5278,Как оплатить коммунальные услуги?
5279,Как происходит начисление кэшбека в категории коммунальных платежей? Платеж был совершен 00.00.0000 на сумму 0000.
5280,Почему кешбэк за оплату коммунальных услуг не поступает?
5281,Как активировать кэшбек на ЖКУ на полгода?
5282,Какой процент кэша на сентябрь относится к коммунальным услугам?
5283,"Я оплатила ЖКХ и не получаю кэшбэк, выбирала категорию на сентябрь ЖКХ"
5284,Какие категории счетов необходимо оплатить для получения кэшбэка на ЖКХ?
5285,Когда можно ожидать начисления кэшбека за оплату электричества в августе?
5286,"Оплатила услуги ЖКХ, но кэшбек не отобразился, хотя категория соответствует."
5287,Почему кэшбэк 0% за оплату ЖКУ за август не был начислен?
5288,Какой способ оплаты ЖКХ в приложении Альфа-Банка не отображает кэшбэк?
5289,Мне будет ли начислен кешбек за оплату коммунальных услуг?
5290,Почему кэшбек за оплату коммунальных услуг вчерашнего дня не начислен?
5291,Почему при оплате коммунальных услуг не начисляется кэшбек?
5292,Когда будет начислен кэшбэк за оплату налога?
5293,"Здравствуйте! Я оплатила квитанцию за коммунальные услуги, но в истории транзакций она отображается как прочие расходы, и кешбек не начислен, почему?"
5294,"Могу ли я получить кэшбэк за оплату коммунальных услуг через приложение Альфа, если она отображается как ""Прочие услуги""?"
5295,Могу ли я получить кэшбэк за оплату ЖКХ?
5296,За коммунальные услуги необходимо увеличить уровень кэшбэк-начислений!
5297,Почему кэшбек не начисляется за оплату коммунальных услуг этого месяца?
5298,"Как я могу получить кэшбек, если он не поступил после оплаты коммунальных услуг картой, хотя при оформлении обещали 0% кэшбек за все?"
5299,Когда будет начислен кешбек за оплату коммунальных услуг?
5300,"Если я оплачу коммунальные услуги через приложение, например, авиакомпании, картой Альфа-банка, будут ли мне начислены повышенные бонусы?"
5301,Оплата коммунальных услуг и государственных пошлин относится к покупкам?
5302,"Если я произвела оплату за коммунальные услуги, это будет считаться?"
5303,Как происходит начисление кэшбека за оплату ЖКУ?
5304,Как найти способ оплаты ЖКХ с кэшбэком?
5305,Как произвести оплату коммунальных услуг через накопленный кэшбэк?
5306,Будет ли начисляться кешбек при оплате по реквизитам?
5307,Когда будет начислен кэш за оплаченные коммунальные платежи?
5308,"Максимальная сумма, которую можно получить по кэшбеку в категории коммунальные услуги?"
5309,"Okay, let's tackle this. The user wants a rephrased version of their query. The original question is about whether paying utility bills is considered when summing up expenses for higher interest rates, with conflicting info from certain conditions."
5310,Почему оплата ЖКХ была обработана вместе с другими услугами и отсутствует кэшбэк?
5311,Почему после оплаты всех коммунальных услуг информация не обновляется?
5312,Почему кешбэк за оплату ЖКХ не был начислен?
5313,Какой размер кэшбека предоставляется за оплату ЖКХ?
5314,"Какие действия предпринять, если не пришли оставшиеся средства на кредитную карту?"
5315,Какие сроки поступления средств после получения кредитной карты?
5316,Деньги будут зачислены на кредитную карту?
5317,Почему кредитная карта не отображается в приложении?
5318,Когда будут доступны средства после одобрения кредита?
5319,"Как оформить рассрочку, если деньги не поступили?"
5320,Как поступают средства после открытия только кредитной карты?
5321,Когда поступят средства на счет по заявке по предложению банка?
5322,"Почему мне начислили 000000 кредит, хотя я просил 000000 и подписывал документы на 000000?"
5323,Как проверить срок получения договора кредита после оформления?
5324,когда будут доступны средства после оформления кредита?
5325,Когда будет доступен кредитный договор и в течение какого времени?
5326,Поступление средств по кредиту 00000
5327,Почему одобренная карта не отображается в приложении?
5328,Когда будет доступен кредитный перевод?
5329,Когда будет прекращён кредит?
5330,"Каким образом можно отозвать оформленный кредит, если средства не поступили?"
5331,Какой смысл имеет сообщение о начислении XXXXX 0 сентября в главном меню после оформления кредита на XXXXX?
5332,"Вчера получил кредит, счет существует, но средств нет"
5333,"Почему при входе в лимиты кредитной карты отображается 00.000, хотя фактически указано 00.000?"
5334,Когда будет зачислен кредит?
5335,Какой способ получения карты был указан при регистрации?
5336,"Здравствуйте, оформил кредитную карту, но её здесь нет"
5337,"Как оформить кредит на 00 тыс, но нет никакой информации?"
5338,"Здравствуйте, я оформил кредитную карту, но она не показывается в личном кабинете."
5339,Когда будет зачислены средства по кредиту?
5340,"Как подруга оформила кредит, но прошло 00 часов, почему деньги еще не поступили?"
5341,Какой способ оплаты кредита выбрать?
5342,Поступили ли средства по кредиту?
5343,Средства на кредитной карте будут зачислены после получения?
5344,Когда будут зачислены средства на карту по кредитной карте?
5345,Где будет направлены средства по кредиту?
5346,Через какое время поступят оставшиеся 00000 рублей на кредитную карту?
5347,"Какая проблема возникла с кредитной картой, которую я оформила?"
5348,"Как правильно понять, что сумма была удержана за предыдущий кредит наличными?"
5349,Могу ли я использовать кредитную карту без её получения?
5350,"Деньги по кредиту так и не поступили, хотя сумма составляет менее 000 000."
5351,Когда поступят средства на счет после погашения кредита под залог автомобиля?
5352,А при оформлении кредитной карты деньги поступают только после получения её.
5353,Когда ожидать поступление оставшейся суммы на кредитную карту?
5354,"Какой срок предоставляется для начисления кредита, два дня прошли, но ничего не произошло, почему задерживается?"
5355,"Оформила кредитную карту, но она не отображается в приложении?"
5356,Какие действия необходимо выполнить для получения средств по кредиту?
5357,"Почему кредитная карта была одобрена на сумму 000 тысяч, но фактически выдана на 00 тысяч?"
5358,Как загрузить историю?
5359,"Okay, let's tackle this. The user wants me to rephrase the query ""История"" into one variant. First, I need to understand what ""История"" means here. It could be a name, a title, or maybe a general term. Since there's no context, I should treat it as a proper noun."
5360,Хочу исключить банк из строки переводов
5361,"Я не могу отобразить историю чата, не вижу ваших сообщений"
5362,Как проверить наличие 000-ФЗ у меня?
5363,"Okay, let's tackle this. The user wants a rephrased version of their query. The original is in Russian, so I need to make sure I understand it first. They mentioned making a transfer of 00000 rubles from account *0000, which they have access to via their personal cabinet. They need a receipt"
5364,Переводы выглядят странно
5365,Как закрыть по закрытому?
5366,Как оформить кредитную историю?
5367,"Оплата штрафа была произведена, но списание не отображается в платежах."
5368,Как восстановить историю переводов по ранее использованной карте?
5369,История рекомендаций
5370,Где можно найти выполненные ведомости?
5371,"от 00:00 до сегодняшнего дня в инкомус по сумме 000,00 - двойная оплата - оба раза и по вине банка - что не срабатывала программа - только через полчаса появилось в истории"
5372,В истории отсутствует информация о списании средств
5373,Как разблокировать счет для осуществления переводов?
5374,Найдите перевод по идентификатору платежа: XXXXX.
5375,Какую операцию выбрать?
5376,Как проверить историю транзакций за июнь 0000 года?
5377,Почему в платежах отсутствует запись о списании?
5378,Не отображаются операции в истории
5379,Как проверить историю платежей за весь 0000 год и отобрать необходимые счета?
5380,Как получить историю переводов по картам и счетам за 0000 год?
5381,"Опять не отображается история переводов, где?"
5382,"я понимаю, но мне не нужно, чтобы они отображались при переводе на мой номер"
5383,"Okay, let's tackle this. The user's original query is in Russian, so I need to make sure I understand it correctly. They say, ""я не могу знать, т.к. не вижу историю операций счета. Вы можете мне просто открыть доступ к этому счету в лк, чтобы посмотреть?"" Trans"
5384,Где можно проверить статус поступления платежа?
5385,Как отметить выполнение операции?
5386,"Как оплатить покупку через QR-код, если перевод отобразился как успешный, но не записан в истории?"
5387,Через сколько времени в истории платежей появится запись о переводе денежных средств?
5388,Куда был направлен последний перевод?
5389,Какой был последний перевод?
5390,Почему в истории отсутствует перевод суммы 00000₽?
5391,Почему квитанция о переводе средств отсутствует в истории платежей?
5392,Хочу узнать детали пополнения счета
5393,"Странно, в истории нет никаких операций за 00.00.0000"
5394,Какой перевод по реквизитам не отображается в истории?
5395,На скринах отображены все операции по карте с указанием дат!
5396,История всех операций с картой не отображается
5397,"Okay, let's tackle this. The user wants me to rephrase the query ""Последний перевод мне сделали"" into one variant. First, I need to understand the original sentence. It translates to ""The last translation was done for me"" or ""They did the last translation for me."""
5398,Какой объем перевода остался после последнего выполнения?
5399,"почему платеж через альфа онлайн не отобразился в истории и штраф всё ещё не оплачен, несмотря на успешную транзакцию?"
5400,Как осуществляется управление историей операций?
5401,Можно ли выполнить эти 0 операций покупок за один день?
5402,Каким образом можно получить карту?
5403,Как получить карту Visa?
5404,Можно ли оформить Union Pay?
5405,Могу ли я использовать кредитную карту в режиме онлайн до получения её физически?
5406,Как использовать карту в Беларуси?
5407,Можно ли использовать карту для оплаты в ОАЭ?
5408,"Добрый день, 00-00 сентября я буду в Беларуси и выпустила карту Мир. Нужно предупредить вас, чтобы вы не заблокировали её из-за ""подозрительного"" снятия средств или оплаты покупок?"
5409,Можно ли использовать карту для оплаты?
5410,Можно ли выдать карту для использования в международных путешествиях и оплаты через онлайн-сервисы?
5411,Какая кредитная карта Альфа банка работает в ЮАР?
5412,Можно ли использовать виртуальную кредитную карту?
5413,"Могу ли я использовать свою карту с надписью ""МИР"" для оплаты в Беларуси?"
5414,Вернётся ли Visa?
5415,Можно ли использовать карту для оплаты?
5416,Как получить карту Альфа-Банка в Беларуси?
5417,Можно ли оформить карты Visa и MasterCard?
5418,Есть ли возможность оформить дебетовую карту Unionpay для использования в Китае?
5419,Могу ли я использовать текущую онлайн-карту для оплаты?
5420,"В Минске, если оплатить картой Альфа-банка (на которой указан МИР), каким тарифом будет считаться платеж и есть ли дополнительная комиссия?"
5421,Как будет работать моя карта за границей?
5422,Могу ли я использовать карту Альфа Банка для оплаты в Грузии и Армении?
5423,Могу ли я снять деньги в Казахстане с карты Мир в любом месте?
5424,Какая карта cardlist работает в Индии?
5425,Можно ли оплатить покупку в App Store с помощью карты?
5426,"Обновил ваше приложение, но теперь лимит составляет XXXXX."
5427,На детской карте установить ограничение на все переводы.
5428,Можно ли осуществить бесплатное снятие наличных?
5429,Как ограничить действия с картой?
5430,"Как мне действовать, если при переводе появляется сообщение о лимите 00000 руб. и ограничение снимается через 00 часов?"
5431,Могу ли я установить запрет на снятие подписки или необходимо перевыпустить карту?
5432,"Я вошла с МАКа, снова такая история: ""установлен лимит"""
5433,"Okay, let's tackle this. The user wants a rephrased version of their query. The original message is about removing limits and issues with entering a card number upon login. First, I need to ensure all key points are included: requesting to remove limits, confusion about the situation, needing to enter the card number each time, and the limits being lifted"
5434,Как снять ограничения на 00 000?
5435,Как установить ограничение на снятие средств?
5436,Установите лимит на сумму меньше 000₽.
5437,Хочу установить ограничения на списание средств
5438,Почему мой дневной лимит установлен как 00000?
5439,Как снять ограничение?
5440,"Хочу снять все деньги со своего накопительного счета, но появилось предупреждение о снижении лимитов до 00 000 ₽. Как отменить это ограничение? Я требую доступ к своим деньгам!"
5441,Я не установил ограничения
5442,"Okay, let's tackle this. The user wants me to rephrase the query ""установите"" into one variant. First, I need to understand what ""установите"" means here. It's a command, so maybe the original query is something like ""Install [something]"" but the user just wrote ""установите"" which is the imperative form"
5443,Как снять ограничения на онлайн-покупки?
5444,как узнать ограничения на карте и как их снять при попытке привязать её для получения средств с youdo?
5445,Как ограничить вывод средств и переводы?
5446,"Могли бы вы установить контрольный лимит на неё, пожалуйста?"
5447,Запрет на проведение операций в интернете
5448,Какой лимит на расходы установлен?
5449,"Какие лимиты на карте не заданы, но платежи все равно не проходят?"
5450,"Как установить ограничение на карту, чтобы можно было только пополнять счет?"
5451,"Могу ли я получить доступ к функции снятия средств, предоставленных банком?"
5452,Как мне изменить лимиты после установки приложения в филиале банка?
5453,Как настроить ограничения на снятие и оплату со счета карты?
5454,Как установить ограничение на переводы?
5455,Вайлдберис открепил мою карту от личного кабинета из-за её недействительности и невозможности совершать покупки. Есть ли ограничения на такую карту?
5456,Как установить ограничение на покупки в магазине?
5457,Как удалить ограничения без использования карты?
5458,"Как я понимаю, были введены ограничения на переводы и снятие наличных для предотвращения мошеннических действий, мне нужно перевести большую сумму мужу, как это осуществить?"
5459,Запрет на онлайн-покупки
5460,"Павел, я очень хотела бы вам помочь сейчас, но не могу изменить ограничения, так как вы сегодня зарегистрировались. 00.00.0000 00:00:00. Ограничение снимется через 00 часов, и вы сможете совершить перевод"
5461,Требую отменить ограничение в 00000 на переводы!
5462,Как убрать ограничения?
5463,"Как увеличить лимит на оплату в приложении? Оплачиваю, но сумма остается 00000."
5464,"Okay, let's tackle this. The user wants a rephrased version of their query. The original message is in Russian, so I need to make sure I understand it correctly. They mention that their card isn't paying in the store and doesn't allow them to make a payment, citing some limit they didn't set. They ask to check please."
5465,Как отключить постоянное ограничение на операции в 00 тыс? Вы просто уничтожаете желание пользоваться вашей картой
5466,"Okay, let's tackle this. The user wants a rephrased version of their query. The original message is about removing limits and issues with entering a card number upon login. First, I need to ensure all key points are included: requesting to remove limits, confusion about the situation, needing to enter the card number each time, and the limits being lifted"
5467,Как увеличить объем лимита за пределами установленного?
5468,Какой смысл имеют ограничения в приложении Онлайн Банк?
5469,Могу ли я как-то обойти лимит в 00000 и пройти любую верификацию?
5470,"Хочу открыть вклад, но карта осталась неактивной после изменения ПИН-кода. Когда она снова станет работоспособной?"
5471,Как изменить PIN-код на карте?
5472,Как проверить пароль карты?
5473,Как изменить PIN-код?
5474,"Как действовать, если забыт PIN-код?"
5475,Где можно найти пин-код?
5476,Как получить PIN-код для карты?
5477,Как удалить ограничение кода?
5478,Как настроить PIN-код для карты?
5479,Как проверить свой PIN-код?
5480,Как изменить PIN-код карты?
5481,"Как поступить, если забыл номер карты?"
5482,Попытка снятия средств завершилась ошибкой из-за неверного PIN-кода.
5483,Какие ограничения на пополнение были наложены? Я случайно ввел неправильный пин-код.
5484,Могу ли я изменить код карты?
5485,"Спасибо за поддержку, удалось установить пин-код через сайт в браузере."
5486,Как изменить PIN-код на карте?
5487,Как установить PIN-код для карты?
5488,Забыл PIN-код для снятия денег с карты
5489,Забыл код для карты
5490,Как изменить PIN-код на карте?
5491,Как установить пароль для снятия денег?
5492,Как восстановить PIN-код для оплаты?
5493,"Как выяснить свой PIN-код, если он забыт?"
5494,Каким образом можно узнать PIN-код карты?
5495,Как можно заранее узнать код кешбека в бутике Борк перед оплатой?
5496,Как задать PIN-код?
5497,Как задать PIN-код для карты?
5498,Как изменить PIN-код при потере доступа?
5499,"Как выяснить пароль, использованный при первоначальной регистрации карты?"
5500,"Если забыт PIN-код карты, что делать?"
5501,Как изменить или установить PIN-код для карты?
5502,Почему возникает проблема с изменением PIN-кода?
5503,Смена PIN-кода не позволяет оплатить через терминал.
5504,Хочу изменить PIN-код
5505,Как восстановить забытый пин-код?
5506,Как изменить PIN-код?
5507,"Как можно восстановить или изменить PIN-код, если его забыли?"
5508,Как изменить PIN-код?
5509,Как оформить конверт с отслоением в банке?
5510,Как восстановить забытый пароль карты?
5511,Каким образом настроить PIN-код для карты?
5512,Как восстановить забытый пин-код?
5513,Какой пин-код для карты?
5514,Нет оплаты за использование средств
5515,Где можно увидеть расходы за последний год и полностью?
5516,"Какие расходы учитываются при накопительном счете? Включаются ли покупки, переводы и траты по картам только Альфа-банка?"
5517,Где можно увидеть свои расходы?
5518,Я потратила значительное количество времени
5519,Какая сумма покупки требуется и какие товары учитываются?
5520,Что подразумевается под другими расходами в истории платежей?
5521,"Аналитика расходов не показывает все траты, почему это может происходить?"
5522,Сколько из основной суммы долга было использовано на покупки?
5523,Как проверить свои расходы?
5524,Как объяснить изменения в остатке на счете Альфа?
5525,У меня в августе расходы превышали 00000
5526,Какая операция больше не отображается в расходах?
5527,Где можно увидеть возвраты?
5528,У меня явно расходы превышают 00000
5529,"Где можно найти эту иконку, подскажите, пожалуйста?"
5530,Почему отображается 000 тысяч расходов?
5531,Как просмотреть аналитику за 00 год?
5532,Какие источники доходов у банка?
5533,Хотя я потратила значительное количество времени
5534,Какая минимальная сумма покупки?
5535,Как получить детализацию расходов и остатка средств на счете за период с 00 августа по 00 серебряный?
5536,Какую сумму перерасхода необходимо оплатить до 00000 рублей до 00 сентября?
5537,Какие элементы вы хотели бы видеть в кредитном отчете?
5538,Каков общий объем расходов за год?
5539,Где можно просмотреть возвраты?
5540,Если расходы превышают 00000
5541,Какие дополнительные документы потребуются для доказательства роста моих расходов?
5542,Как проверить данные о трате?
5543,Как определить общую сумму расходов по карте за последний год?
5544,Нет данных по анализу
5545,Какие расходы учитываются по счету?
5546,Как изменились мои расходы?
5547,За август сумма трат по карте превысила 00000
5548,Какие расходы были за август?
5549,"В итоге потратили, чтобы разделить счета."
5550,Я израсходовала 0000
5551,Я потратила там ноль рублей
5552,Какое количество необходимо тратить для достижения максимальной ставки?
5553,как скоро поступит сумма после расхода более 0000 рублей с карты?
5554,"Количество платежей указано около 00-и. Пожалуйста, объясните."
5555,"Нет, благодарю, я прожил несколько лет вне РФ и у меня отсутствуют расходы в рублях."
5556,"Согласно выписке потрачено около 0 тысяч, на карте осталось 000 рублей. Где остались 0 тысячи?"
5557,Нет источников дохода - какие документы требуется предоставить?
5558,Готова ли банковская карта?
5559,"Если оплата будет выполнена завтра в 0 часов по МСК, через сколько времени станет доступной справка?"
5560,Какой статус готовности у кредитной карты?
5561,куда будет доставлена карта завтра?
5562,Каким образом можно получить заказанную дебетовую карту?
5563,Могу ли я самостоятельно оформить карту?
5564,Какой статус у карты?
5565,Я больше не нахожусь в офисе.
5566,Когда будет доступна кредитная карта?
5567,где можно найти кредитную карту в приложении
5568,Заказанная карта всё ещё не поступила.
5569,Какой способ получения карты был выбран?
5570,"Какой статус у зарплатной карты, оформленной через бухгалтерию организации?"
5571,Можно ли еще получить карту после перевыпуска?
5572,Я получил карту сегодня
5573,Каким образом можно заказать карту?
5574,Какой текущий статус моей кредитной карты?
5575,Когда будет доступна сумма за выпуск карты?
5576,В каком отделении банка можно получить карту?
5577,Карта не пришла сегодня?
5578,Каким образом можно получить физическую карту?
5579,"Когда ранее указывали, что будет готова «до 00 августа»"
5580,"Приходит сообщение о том, что карта заблокирована?"
5581,"Как узнать, когда будет готова карта, оформленная работодателем?"
5582,Когда будет готова карта после подачи заявления на перевыпуск 0 сентября?
5583,Когда будет доставлена моя карта?
5584,Где можно проверить статус кредитной карты?
5585,"Мне пришло сообщение, что моя карта уже готова, хотя я не делала заказ."
5586,Можно ли получить кредитную карту сегодня?
5587,Когда будет доставлена карта?
5588,Хочу самостоятельно забрать карту из отделения банка
5589,Каким образом можно оформить карту?
5590,Хотел бы забрать карту в ближайшее отделение банка.
5591,Могу ли я получить кредитную карту сегодня?
5592,Какие отделения выпускают карты и сколько времени занимает процесс в день обращения?
5593,где можно получить карту
5594,"я не оформляла зарплатную карту, но пришло сообщение, что она готова, почему это случилось?"
5595,Почему моя кредитная карта была оформлена на меня?
5596,Через какое время после потери будет выдана дебетовая карта с именем и фамилией?
5597,"Где находится отделение банка, где мне доставят кредитную карту?"
5598,Могу ли я использовать свою пластиковую карту для получения?
5599,когда станет доступна карта и какое время ожидать?
5600,Когда будет доступна карта?
5601,В каком офисе находится моя карта?
5602,Хранится ли платежный стикер еще?
5603,Каким образом можно заказать стикер для телефона?
5604,Стикер для банковской карты ребенка
5605,Как удалить стикер?
5606,"Почему после оформления дебетовой карты и стикера к ней, которые не были указаны как платные, на счете осталась сумма -0000?"
5607,Можно ли заблокировать карту и стикер?
5608,"Как отказаться от стикеров для детей, вернуть невостребованную комиссию и оформить обычные банковские карты без комиссии для детей?"
5609,Нужно ли платить за обслуживание стикера каждый месяц?
5610,Можно ли выдать обычную карту вместе с детским стикером?
5611,Как оформить заказ на стикер с жемчужинкой?
5612,Как отключить стикер и вернуть средства?
5613,"Спасибо, я установлю приложение и сама закажу стикер."
5614,Каким образом можно заказать стикер?
5615,Сколько цена стикера с мишкой?
5616,Я оформляла стикер для телефона
5617,Можно ли изменить дизайн новой карты?
5618,Как изменить стик? Он поврежден
5619,Хочу отозвать мини-стикер
5620,"Что означает термин ""стикер""?"
5621,Мне закрыли прошлый стикер?
5622,Сколько времени занимает выпуск стикера?
5623,Каким образом можно получить стикер?
5624,Каким образом установить магнитную карту на телефон?
5625,Сотрудник не сообщил о комиссии по платежному стикеру
5626,Как прикрепить стикер?
5627,Ошибка возникает при повторном выпуске стикера.
5628,Отменить поставку стикера
5629,"На счете отсутствует значок стикера, но я уверен, что он был, что это может означать?"
5630,Отмена процесса ниверстации
5631,Какой стикер платный?
5632,Как вы рекомендовали мужу карту Альфа и стикер?
5633,"Где можно получить стикер, который был ранее заказан?"
5634,Как прикрепить стикер?
5635,Как закрыть платежный стикер 0000?
5636,Когда проводится оплата за обслуживание стикера?
5637,Как заменить стикер?
5638,Когда планируется завершение стикера?
5639,Как закрыть стикер и вернуть комиссию за него?
5640,"Как быть, если после получения стикера начали списываться деньги с карты за обслуживание?"
5641,Какая стоимость взимается за обслуживание стикера?
5642,"Здравствуйте, сегодня я оформил стикер"
5643,Отменить стикер и альфа смарт
5644,Как завершить оплату через стикер и отключить карту?
5645,По стикеру также будет увеличенный кэшбек?
5646,Как определить оставшееся время ожидания карты до получения?
